Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Bulgaria	Agriculture	10	1	0.2
					Georgia	Growing of fruit, nuts, beverage and spice crops	5	0	0.1
					Azerbaijan	Agriculture	3	0	0
					Estonia	Agriculture, hunting and related service activities	2	0	0
					Finland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					Moldova	Food & Beverages	2	0	0
South Korea	Prepared livestock feeds	134	2	2.6	Ghana	Agriculture	92	2	1.9
					Myanmar	Agriculture	26	0	0.4
					USA	Support activities for agriculture and forestry	20	0	0.3
					New Zealand	Services to agriculture, hunting and trapping	3	0	0
					Sri Lanka	Agriculture	1	0	0
UK	Manufacture of gas, distribution of gaseous fuels through mains	129	5	2.5	Egypt	Mining and Quarrying	96	0	1
					Norway	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	29	2	0.6
					Germany	Crude oil and natural gas	24	4	0.3
					Ireland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	16	0	0.3
					Belgium	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	20	2	0.3
Thailand	Aircraft	128	3	2.5	Myanmar	Mining and Quarrying	128	1	2.5
					Laos	Agriculture	0	2	0
India	Other livestock products	118	5	2.5	Afghanistan	Agriculture	95	4	1.7
					Nepal	Agriculture	48	1	0.8
					Myanmar	Agriculture	1	0	0
					Sri Lanka	Agriculture	1	0	0
USA	Nonresidential commercial and health care structures	128	22	2.5	Bolivia	FORESTRY, HUNTING AND FISHING	105	21	2
					Trinidad and Tobago	Mining and Quarrying	10	0	0.2
					Venezuela	Crude oil and natural gas	9	0	0.1
					Canada	Agriculture, hunting, forestry and fishing	8	1	0.1
					Chile	Forestry	2	0	0
					Canada	Mining and quarrying (energy)	2	0	0
					Liberia	Agriculture	2	0	0
					Canada	Other Business Activities	2	0	0
					Mexico	Forest planning	1	0	0
Australia	Industrial machinery and equipment	142	0	2.5	New Caledonia	Mining and Quarrying	142	0	2.5
Singapore	Air transport	165	1	2.5	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.7
					Malta	Forestry, logging and related service activities	41	1	0.6
					Malaysia	Transport	7	0	0.1
					Qatar	Transport	3	0	0
					Philippines	Transportation	2	0	0
					Malta	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	2	0	0
					Brunei	Transport	1	0	0
Mozambique	Food & Beverages	106	7	2.4	Swaziland	Agriculture	105	7	2.4
					Swaziland	Fishing	4	0	0.1
DR Congo	Education, Health and Other Services	185	2	2.4	Zambia	Agriculture	86	2	1
					Kenya	Quarrying and Mining	83	0	0.9
					Zambia	Mining and Quarrying	16	0	0.5
					South Africa	Businessactivities	5	0	0.1
USA	Amusement parks, arcades, and gambling industries	130	2	2.4	Fiji	Fishing	96	1	1.2
					Panama	Fishing	28	1	0.4
					Costa Rica	Fishing	27	1	0.4
					Trinidad and Tobago	Fishing	15	0	0.2
					French Polynesia	Fishing	3	0	0
					Samoa	Fishing	3	0	0
					Suriname	Fishing	1	0	0
					Nicaragua	Fishing	1	0	0
					Trinidad and Tobago	Mining and Quarrying	1	0	0
Canada	Finance & insurance	149	4	2.3	Mexico	Services related to agriculture and forestry	149	4	2.3
South Korea	Computer and office equipment	134	1	2.3	Kuwait	Business services except machinery & equipment rental & leasing	132	1	2.3
					Singapore	Other business & technical services	2	0	0
USA	Metal and other household furniture (except wood) manufacturing1	121	8	2.3	Liberia	Agriculture	121	8	2.3
					Chad	Agriculture	2	0	0
Japan	Steel ships	142	0	2.3	New Caledonia	Mining and Quarrying	142	0	2.3
Turkey	Furniture, other manufactured goods n.e.c.	111	8	2.3	Ukraine	Forestry	100	8	1.5
					Georgia	Forestryandlogging	18	0	0.3
					Bulgaria	Agriculture	20	1	0.3
					Georgia	Mining and quarrying	4	0	0.1
					Bulgaria	Mining and Quarrying	3	0	0
Libya	Hotels and Restraurants	93	17	2.3	Malta	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	93	17	2.2
					Malta	Agriculture, hunting and related service activities	1	0	0
					Tunisia	Agriculture	1	0	0
China	Resident services and other services	116	6	2.3	Gabon	Agriculture	52	0	0.9
					South Korea	Crude petroleum and natural gas	32	2	0.6
					Laos	Agriculture	12	3	0.3
					Singapore	Other business & technical services	15	0	0.2
					Myanmar	Agriculture	7	0	0.1
					Angola	Mining and Quarrying	4	0	0
					Yemen	Mining and Quarrying	3	0	0
					North Korea	Agriculture	1	1	0
					Kuwait	Business services except machinery & equipment rental & leasing	2	0	0
					Oman	Mining and Quarrying	2	0	0
					Pakistan	Agriculture	1	0	0
					Cameroon	Agriculture	1	0	0
					Papua New Guinea	Agriculture	1	0	0
					Kyrgyzstan	Fishery and fish breeding	1	0	0
					Ethiopia	Agriculture	1	0	0
					Germany	Forestry	1	0	0
Austria	Food products and beverages	104	11	2.2	Germany	Fishing	67	10	1.1
					Ethiopia	Agriculture	22	0	0.3
					Germany	Agriculture and hunting	21	0	0.3
					Hungary	Agriculture, hunting and related service activities	17	1	0.2
					Madagascar	Agriculture	6	0	0.1
					Cote dIvoire	Agriculture	6	0	0.1
					Czech Republic	Agriculture, hunting and related service activities	3	0	0
					Ghana	Agriculture	2	0	0
					Bulgaria	Agriculture	2	0	0
					Cyprus	Agriculture	1	0	0
					Slovakia	Agriculture, hunting and related service activities	1	0	0
					Netherlands	Agriculture, hunting and related service activities	1	0	0
					Croatia	Agriculture	1	0	0
					Tunisia	Agriculture	1	0	0
					Denmark	Fishing	1	0	0
					Italy	Agriculture, hunting and related service activities	1	0	0
Thailand	Rice Milling	128	1	2.2	Myanmar	Mining and Quarrying	128	1	2.2
Argentina	Telecommunication services	112	9	2.2	Paraguay	BUSINESS SERVICES	87	9	1.7
					Uruguay	Services rendered to companies	34	0	0.5
					Ecuador	Other Business	1	0	0
USA	Nonchocolate confectionery manufacturing 	120	7	2.2	Liberia	Agriculture	120	7	2.2
					Chad	Agriculture	2	0	0
Chile	Commercial Services	106	6	2.2	Argentina	Extraction of petroleum, gas, coal and uranium	32	4	1
					Ecuador	Other Business	63	1	1
					Hong Kong	forestry	12	0	0.2
					Paraguay	BUSINESS SERVICES	3	1	0
					Argentina	Agricultural services	2	0	0
Australia	Sport and recreation services (incl horse and dog racing, sports grounds, services)	136	2	2.2	New Zealand	Services to agriculture, hunting and trapping	136	2	2.2
Thailand	Coastal & Inland Water Transport	128	1	2.2	Myanmar	Mining and Quarrying	128	1	2.2
Uganda	Hotels and Restraurants	141	9	2.2	Kenya	Quarrying and Mining	98	4	1.5
					Tanzania	Fishing	45	5	0.7
Namibia	Finacial Intermediation and Business Activities	137	2	2.1	South Africa	Businessactivities	137	2	2.1
Portugal	Health and social work services	29	10	2.1	Spain	Extraction of crude petroleum and natural gas, mining of uranium and thorium ores	29	10	2.1
Serbia	Public Administration	61	15	2.1	Slovakia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	32	12	1
					South Sudan	Fishing	18	2	0.3
					Liechtenstein	Fishing	20	0	0.3
					Monaco	Fishing	12	1	0.2
					Seychelles	Fishing	10	0	0.1
					Portugal	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	4	0	0.1
					Vanuatu	Fishing	4	0	0.1
					Tanzania	Fishing	4	0	0
					Monaco	Agriculture	1	0	0
					Montenegro	Agriculture	1	0	0
					Moldova	Agriculture	1	0	0
Slovakia	Electrical energy, gas, steam and hot water	42	5	2.1	Poland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	26	4	1.5
					Russia	Mining and quarrying (energy)	29	1	0.4
					Czech Republic	Mining of coal and lignite, extraction of peat	3	1	0.1
					Russia	Other Business Activities	2	0	0
Taiwan	Fishery Products	78	6	2	Hong Kong	fisheries	77	6	2
					Maldives	Fishing	4	0	0
					UAE	Fishing	1	0	0
South Korea	Leather and fur products	138	0	2	Kuwait	Business services except machinery & equipment rental & leasing	110	0	1.1
					Qatar	Mining and Quarrying	33	0	0.4
					New Zealand	Services to agriculture, hunting and trapping	21	0	0.3
					Australia	Beef cattle	4	0	0.1
					Mongolia	Mining and Quarrying	2	0	0
					Denmark	Agriculture	1	0	0
Japan	Hen eggs	123	5	2	Tanzania	Agriculture	117	5	1.7
					Papua New Guinea	Agriculture	15	0	0.2
					Madagascar	Agriculture	9	0	0.1
Netherlands	Machinery and equipment n.e.c.	128	1	2	Kuwait	Business services except machinery & equipment rental & leasing	126	1	2
					Singapore	Other business & technical services	2	0	0
Saudi Arabia	Finacial Intermediation and Business Activities	98	0	2	Syria	Agriculture	49	0	0.8
					Yemen	Fishing	37	0	0.5
					Yemen	Agriculture	18	0	0.3
					Bahrain	Fishing	23	0	0.3
					Oman	Fishing	6	0	0.1
					Kuwait	Business services except machinery & equipment rental & leasing	5	0	0.1
Qatar	Food & Beverages	93	1	2	Syria	Agriculture	90	1	1.7
					Lebanon	Agriculture	13	0	0.2
					Oman	Agriculture	2	0	0
					Oman	Fishing	1	0	0
					UAE	Fishing	1	0	0
Japan	Gas supply	59	0	2	UAE	Mining and Quarrying	51	0	0.8
					Qatar	Mining and Quarrying	39	0	0.7
					Kuwait	Crude petroleum & Natural gas production	30	0	0.3
					Brunei	Mining and Quarrying	10	0	0.1
Germany	Wood and wood products	36	1	2	Czech Republic	Forestry, logging and related service activities	24	1	0.5
					Poland	Forestry, logging and related service activities	19	1	0.3
					Hungary	Forestry, logging and related service activities	20	1	0.2
					Belgium	Forestry, logging and related service activities	19	0	0.2
					Denmark	Forestry	19	0	0.2
					Liberia	Agriculture	10	0	0.2
					Cameroon	Agriculture	12	1	0.2
					Congo	Agriculture	6	0	0.1
					Romania	Forestry, logging and related service activities	2	1	0
					Singapore	Other agriculture	2	0	0
					Chad	Agriculture	2	0	0
					Slovakia	Forestry, logging and related service activities	1	1	0
					Portugal	Forestry, logging and related service activities	1	0	0
					Lithuania	Forestry, logging and related service activities	0	1	0
Finland	Construction work	52	8	2	Estonia	Forestry, logging and related service activities	49	6	1.8
					Estonia	Other mining and quarrying	1	1	0
					Germany	Forestry	2	1	0
					Sweden	Forestry, logging and related service activities	2	0	0
					DR Congo	Mining and Quarrying	2	0	0
					Belarus	Agriculture	1	0	0
					Latvia	Forestry, logging and related service activities	1	0	0
					Estonia	Agriculture, hunting and related service activities	1	0	0
					Estonia	Land transport, transport via pipelines	1	0	0
					Estonia	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	1	0	0
Netherlands	Education services	127	1	2	Kuwait	Business services except machinery & equipment rental & leasing	126	1	2
					Belgium	Forestry, logging and related service activities	1	0	0
Uganda	Electrical and Machinery	98	4	2	Kenya	Quarrying and Mining	98	4	2
Singapore	Semiconductors	126	1	2	Kuwait	Business services except machinery & equipment rental & leasing	126	1	2
Malaysia	Grain mill products	86	7	2	Hong Kong	non grain crops	25	4	0.9
					Cambodia	Agriculture	55	3	0.7
					Myanmar	Agriculture	20	0	0.3
					Malawi	Agriculture	5	0	0.1
					Thailand	Silk Worm	2	0	0
					Australia	Vegetables	1	0	0
Portugal	Electrical energy, gas, steam and hot water	29	10	1.9	Spain	Extraction of crude petroleum and natural gas, mining of uranium and thorium ores	29	10	1.9
Switzerland	Membership organisation services n.e.c., recreational, cultural and sporting services	117	12	1.9	British Virgin Islands	Education, Health and Other Services	117	12	1.9
Canada	Real estate activities	133	2	1.9	Mexico	Services related to agriculture and forestry	133	2	1.9
South Korea	Meat and dairy products	125	2	1.9	Ghana	Agriculture	92	2	1.4
					Myanmar	Agriculture	20	0	0.2
					USA	Support activities for agriculture and forestry	12	0	0.1
					New Zealand	Services to agriculture, hunting and trapping	3	0	0.1
					Kuwait	Business services except machinery & equipment rental & leasing	3	0	0
					Sri Lanka	Agriculture	1	0	0
Turkey	Electrical energy, gas, steam and hot water	63	11	1.9	Syria	Mining and Quarrying	35	1	1
					Russia	Mining and quarrying (energy)	43	10	0.9
					Russia	Other Business Activities	6	0	0.1
China	Fishery	93	5	1.9	Gabon	Agriculture	52	0	0.9
					Laos	Agriculture	18	3	0.3
					Myanmar	Agriculture	20	0	0.3
					South Korea	Crude petroleum and natural gas	15	1	0.2
					North Korea	Agriculture	8	1	0.1
					Cambodia	Fishing	4	0	0
					Ethiopia	Agriculture	1	0	0
					Cameroon	Agriculture	1	0	0
					Papua New Guinea	Agriculture	1	0	0
Malaysia	Preserved seafood	126	7	1.9	Bangladesh	Fishing	126	7	1.9
China	Metal products	76	7	1.9	North Korea	Mining and Quarrying	29	3	0.6
					South Korea	Crude petroleum and natural gas	31	2	0.4
					Mongolia	Mining and Quarrying	26	2	0.4
					Ethiopia	Mining and Quarrying	10	0	0.1
					South Africa	Other mining	5	0	0.1
					Gabon	Agriculture	4	0	0
					Brazil	Iron ore	2	0	0
					Laos	Agriculture	0	2	0
					Singapore	Other business & technical services	2	0	0
					Congo	Mining and Quarrying	1	0	0
Japan	Road freight transport	59	0	1.9	UAE	Mining and Quarrying	51	0	0.8
					Qatar	Mining and Quarrying	39	0	0.6
					Kuwait	Crude petroleum & Natural gas production	29	0	0.3
					Brunei	Mining and Quarrying	10	0	0.1
Namibia	Education, Health and Other Services	130	1	1.9	South Africa	Businessactivities	130	1	1.9
Uzbekistan	Construction	50	2	1.8	Kyrgyzstan	Auxiliary transport activities	26	0	1.1
					Kyrgyzstan	Crude Oil	17	0	0.4
					Kyrgyzstan	Power	8	0	0.1
					Kyrgyzstan	Gold ores	5	2	0.1
					Kyrgyzstan	Air transport	5	0	0.1
					Kyrgyzstan	Bricks, Production of products of concrete, asbestos and cement, Cement, Other non-metal mineral products	3	0	0
					Kyrgyzstan	Road transport	1	0	0
Austria	Hotel and restaurant services	92	16	1.8	Germany	Fishing	92	16	1.8
					Denmark	Fishing	2	0	0
					Germany	Agriculture and hunting	2	0	0
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
Turkey	Coke, refined petroleum products and nuclear fuels	63	11	1.8	Syria	Mining and Quarrying	35	1	0.9
					Russia	Mining and quarrying (energy)	43	10	0.8
					Russia	Other Business Activities	6	0	0.1
Chile	Construction	93	7	1.8	Argentina	Extraction of petroleum, gas, coal and uranium	32	4	0.7
					Bolivia	FORESTRY, HUNTING AND FISHING	32	3	0.6
					Ecuador	Other Business	38	1	0.5
					Hong Kong	forestry	1	0	0
					Paraguay	BUSINESS SERVICES	1	0	0
South Korea	Building construction and repair	135	2	1.8	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.5
					Mongolia	Mining and Quarrying	19	2	0.3
					Qatar	Mining and Quarrying	1	0	0
Ukraine	Fish Products	93	21	1.8	Estonia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	90	21	1.6
					Estonia	Agriculture, hunting and related service activities	14	0	0.3
Brazil	Corn oil manufacturing and other grain preparations	104	6	1.8	Argentina	Agricultural services	104	6	1.8
Croatia	Petroleum, Chemical and Non-Metallic Mineral Products	29	7	1.8	Bosnia and Herzegovina	Mining and Quarrying	29	7	1.8
Brazil	Other refinery and coke products	97	16	1.8	Bolivia	SERVICES TO BUSINESSES	90	15	1.6
					Bolivia	CRUDE OIL AND NATURAL GAS	13	1	0.2
Serbia	Food & Beverages	58	15	1.8	Slovakia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	32	12	0.9
					South Sudan	Fishing	18	2	0.3
					Liechtenstein	Fishing	20	0	0.2
					Monaco	Fishing	12	1	0.2
					Portugal	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	4	0	0.1
					Seychelles	Fishing	4	0	0.1
					Vanuatu	Fishing	4	0	0
					Tanzania	Fishing	1	0	0
Guyana	Post and Telecommunications	87	3	1.8	Trinidad and Tobago	Transport	85	3	1.7
					Barbados	Transport	7	1	0.1
Lithuania	Food products and beverages	53	7	1.8	Belarus	Agriculture	31	4	0.7
					Latvia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	29	1	0.5
					Estonia	Agriculture, hunting and related service activities	14	0	0.3
					Estonia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	12	0	0.2
					Latvia	Agriculture, hunting and related service activities	5	0	0.1
					Belarus	Mining and Quarrying	3	1	0.1
					Estonia	Other mining and quarrying	1	1	0
					Ukraine	Agriculture	1	0	0
Oman	Food & Beverages	89	0	1.8	UAE	Agriculture	34	0	0.8
					Yemen	Fishing	37	0	0.5
					Syria	Agriculture	23	0	0.3
					UAE	Fishing	6	0	0.1
					Tanzania	Fishing	4	0	0.1
Greece	Construction work	52	10	1.8	Albania	Mining and Quarrying	24	7	0.7
					Bulgaria	Mining and Quarrying	28	5	0.4
					Bulgaria	Agriculture	20	1	0.3
					Cyprus	Mining and Quarrying	19	2	0.3
					Ethiopia	Agriculture	5	0	0.1
					Bulgaria	Transport	3	0	0
					Gabon	Agriculture	1	0	0
Canada	Coke, refined petroleum products and nuclear fuel	119	3	1.8	Colombia	Bussines services except financial services and real estate	111	1	1.6
					USA	Coal mining	4	1	0.1
					USA	Oil and gas extraction 	4	1	0.1
					Norway	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	2	0	0
Japan	Jewelry and adornments	128	1	1.8	French Polynesia	Mining and Quarrying	82	0	0.8
					French Polynesia	Fishing	36	0	0.7
					South Korea	Fishery products	7	1	0.1
					North Korea	Fishing	4	0	0.1
					Hong Kong	fisheries	4	0	0.1
					French Polynesia	Agriculture	1	0	0
Oman	Hotels and Restraurants	73	5	1.8	Yemen	Fishing	37	0	0.6
					Tanzania	Fishing	45	5	0.6
					UAE	Fishing	34	0	0.4
					UAE	Agriculture	13	0	0.2
Botswana	Education, Health and Other Services	128	1	1.8	South Africa	Businessactivities	128	1	1.8
Serbia	Retail Trade	58	15	1.7	Slovakia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	32	12	0.9
					South Sudan	Fishing	18	2	0.3
					Liechtenstein	Fishing	20	0	0.2
					Monaco	Fishing	12	1	0.2
					Portugal	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	4	0	0.1
					Seychelles	Fishing	4	0	0.1
					Vanuatu	Fishing	4	0	0
					Tanzania	Fishing	1	0	0
Sweden	Construction work	71	8	1.7	Estonia	Forestry, logging and related service activities	48	6	1
					Denmark	Extr. of crude petroleum, natural gas etc.	29	2	0.5
					Latvia	Forestry, logging and related service activities	17	0	0.2
					Latvia	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Estonia	Land transport, transport via pipelines	1	0	0
					Denmark	Forestry	1	0	0
					Norway	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	1	0	0
South Korea	Other manufacturing products	121	1	1.7	Kuwait	Business services except machinery & equipment rental & leasing	111	0	1.2
					Qatar	Mining and Quarrying	33	0	0.4
					New Zealand	Services to agriculture, hunting and trapping	3	0	0
					Mongolia	Mining and Quarrying	2	1	0
Slovenia	Food products and beverages	83	4	1.7	Croatia	Agriculture	78	4	1.2
					Bosnia and Herzegovina	Agriculture	22	0	0.4
					Croatia	Fishing	8	0	0.1
					TFYR Macedonia	Agriculture, hunting and related service activities	1	0	0
Thailand	Wholesale Trade	110	2	1.7	Myanmar	Mining and Quarrying	110	0	1.7
					Laos	Agriculture	0	2	0
Spain	Motor vehicles	54	1	1.7	Mauritania	Mining and Quarrying	28	0	0.7
					Guinea	Mining and Quarrying	23	1	0.6
					Mauritius	Other business activities 	16	0	0.2
					Morocco	Mining and Quarrying	4	0	0.1
					Israel	Photographic activities and other business activities n.e.c.	5	0	0.1
					Slovenia	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Slovenia	Manufacture of motor vehicles, trailers and semi-trailers	2	0	0
					Portugal	Land transport, transport via pipelines	1	0	0
					South Africa	Businessactivities	1	0	0
					Kuwait	Business services except machinery & equipment rental & leasing	1	0	0
Botswana	Construction	130	1	1.7	South Africa	Businessactivities	126	1	1.7
					South Africa	Other mining	4	0	0
Norway	Supporting and auxiliary transport services, travel agency services	81	7	1.7	Liberia	Transport	58	7	1.4
					Suriname	Transport	26	1	0.3
USA	Greenhouse, nursery, and floriculture production	125	1	1.7	Mexico	Services related to agriculture and forestry	119	1	1.6
					Hong Kong	non grain crops	6	0	0.1
USA	Women's and girls' cut and sew apparel manufacturing	122	1	1.7	Mexico	Services related to agriculture and forestry	122	1	1.7
South Korea	Ship building and repairing	121	0	1.7	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.6
					Mongolia	Mining and Quarrying	2	0	0
South Korea	Machinery and equipment of special purpose	119	0	1.7	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.7
Japan	Fish paste	98	2	1.6	Chile	Extractive Fishery	42	1	0.6
					North Korea	Fishing	29	1	0.5
					Argentina	Fishing	30	0	0.4
					New Zealand	Fishing	15	0	0.2
					Vanuatu	Agriculture	2	0	0
					Iceland	Agriculture	1	0	0
					South Korea	Fishery products	1	0	0
					Mauritania	Agriculture	1	0	0
					Fiji	Fishing	1	0	0
Tanzania	Petroleum, Chemical and Non-Metallic Mineral Products	98	4	1.6	Kenya	Quarrying and Mining	98	4	1.6
					Malawi	Mining and Quarrying	1	0	0
China	Toys, sporting and athleticand recreation products	80	5	1.6	Gabon	Agriculture	52	0	1
					Laos	Agriculture	18	3	0.3
					South Korea	Crude petroleum and natural gas	15	1	0.2
					Germany	Forestry	1	1	0
					Cameroon	Agriculture	2	0	0
					Myanmar	Agriculture	1	0	0
					Papua New Guinea	Agriculture	1	0	0
					Indonesia	Forestry	1	0	0
					Ethiopia	Agriculture	1	0	0
					Philippines	Forestry	1	0	0
Croatia	Hotels and Restraurants	59	11	1.6	Slovenia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	45	11	1.2
					Bosnia and Herzegovina	Agriculture	22	0	0.4
					Slovenia	Agriculture, hunting and related service activities	7	0	0.1
Japan	Trucks, buses and other cars	133	0	1.6	New Caledonia	Mining and Quarrying	133	0	1.6
France	Furniture, other manufactured goods n.e.c.	76	9	1.6	Belgium	Forestry, logging and related service activities	64	8	1
					Portugal	Forestry, logging and related service activities	21	0	0.2
					Liberia	Agriculture	10	0	0.2
					Chad	Agriculture	12	1	0.2
					Hungary	Forestry, logging and related service activities	1	1	0
					Italy	Forestry, logging and related service activities	1	1	0
					Cameroon	Agriculture	1	0	0
Botswana	Public Administration	124	1	1.6	South Africa	Businessactivities	124	1	1.6
Japan	House rent (imputed house rent)	124	0	1.6	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.5
					Papua New Guinea	Agriculture	6	0	0.1
Ireland	Other business services	128	1	1.6	UK	Hunting, trapping and game propagation, including related service activities	107	0	1.3
					Singapore	Other business & technical services	15	0	0.2
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	6	1	0.1
UAE	Public Administration	107	1	1.6	Oman	Transport	72	1	0.9
					Oman	Fishing	39	0	0.5
					Oman	Agriculture	7	0	0.1
					Qatar	Transport	3	0	0
					Kenya	Quarrying and Mining	3	0	0
					Singapore	Other business & technical services	2	0	0
South Korea	Other transportation equipment	119	0	1.6	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.6
Japan	Other civil engineering and construction	138	0	1.6	New Caledonia	Mining and Quarrying	133	0	1.5
					Kuwait	Business services except machinery & equipment rental & leasing	5	0	0.1
Malaysia	Petrol & coal products	146	0	1.6	Viet Nam	Cude oil, natural gas (except exploration)	131	0	1.3
					Singapore	Other business & technical services	15	0	0.2
Thailand	Education	109	0	1.6	Myanmar	Mining and Quarrying	109	0	1.6
Japan	Vegetable oils and meal	117	5	1.5	Tanzania	Agriculture	115	5	1.4
					Papua New Guinea	Agriculture	6	0	0.1
					Madagascar	Agriculture	3	0	0
					Myanmar	Agriculture	1	0	0
Indonesia	Unclassified	123	0	1.5	Kuwait	Business services except machinery & equipment rental & leasing	111	0	1.3
					Singapore	Other business & technical services	15	0	0.2
Taiwan	Other Horticultural Crops	89	0	1.5	Zimbabwe	Agriculture	89	0	1.5
Italy	Textiles	42	1	1.5	Albania	Agriculture	16	0	0.3
					Tunisia	Agriculture	12	0	0.2
					Luxembourg	Agriculture	14	0	0.2
					Togo	Agriculture	10	1	0.2
					Bosnia and Herzegovina	Agriculture	11	0	0.1
					Ethiopia	Agriculture	8	0	0.1
					Syria	Agriculture	8	0	0.1
					Croatia	Agriculture	7	0	0.1
					Cote dIvoire	Agriculture	6	0	0.1
					Netherlands	Agriculture, hunting and related service activities	2	0	0
					Bulgaria	Agriculture	2	0	0
					Egypt	Agriculture	1	0	0
					Austria	Agriculture, hunting and related service activities	1	0	0
					Belgium	Agriculture, hunting and related service activities	1	0	0
					Sri Lanka	Agriculture	1	0	0
					Cyprus	Agriculture	1	0	0
					France	Agriculture, hunting and related service activities	1	0	0
					Spain	Agriculture, livestock and hunting	1	0	0
					Morocco	Agriculture	1	0	0
					Ghana	Agriculture	1	0	0
South Korea	Wholesale and retail trade	119	0	1.5	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.5
Serbia	Construction	58	15	1.5	Slovakia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	32	12	0.8
					South Sudan	Fishing	18	2	0.3
					Monaco	Fishing	12	1	0.2
					Liechtenstein	Fishing	5	0	0.1
					Portugal	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	4	0	0.1
					Seychelles	Fishing	4	0	0
					Vanuatu	Fishing	4	0	0
					Tanzania	Fishing	1	0	0
Gaza Strip	Petroleum, Chemical and Non-Metallic Mineral Products	107	0	1.5	Jordan	Mining and Quarrying	107	0	1.5
Italy	Wood and products of wood and cork (except furniture), articles of straw and plaiting materials	95	9	1.5	Hungary	Forestry, logging and related service activities	89	9	1.4
					Liberia	Agriculture	6	0	0.1
					Cameroon	Agriculture	2	0	0
Brazil	Information services	72	12	1.5	Bolivia	SERVICES TO BUSINESSES	53	11	0.9
					Paraguay	BUSINESS SERVICES	31	4	0.5
					Uruguay	Services rendered to companies	10	0	0.1
					Argentina	Agricultural services	2	0	0
Slovakia	Land transport, transport via pipeline services	30	4	1.5	Poland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	26	4	1.4
					Russia	Mining and quarrying (energy)	6	1	0.1
					Russia	Other Business Activities	2	0	0
Japan	Bread	79	16	1.5	Canada	Agriculture, hunting, forestry and fishing	56	15	1
					Tanzania	Agriculture	18	1	0.3
					Australia	Barley	6	0	0.1
					Papua New Guinea	Agriculture	6	0	0.1
					Madagascar	Agriculture	3	0	0
					Australia	Wheat	1	0	0
Serbia	Hotels and Restraurants	58	15	1.5	Slovakia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	32	12	0.8
					South Sudan	Fishing	18	2	0.3
					Monaco	Fishing	12	1	0.2
					Liechtenstein	Fishing	5	0	0.1
					Portugal	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	4	0	0.1
					Seychelles	Fishing	4	0	0
					Vanuatu	Fishing	4	0	0
					Tanzania	Fishing	1	0	0
France	Chemicals, chemical products and man-made fibres	64	3	1.4	Algeria	Mining and Quarrying	32	1	0.4
					Belgium	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	20	2	0.4
					Mauritius	Other business activities 	16	0	0.2
					Algeria	Transport	9	0	0.1
					Germany	Crude oil and natural gas	4	0	0.1
					Singapore	Other business & technical services	5	0	0.1
