Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Azerbaijan	Other Manufacturing	17	0	0.2
					Azerbaijan	Transport	1	0	0
Ecuador	Transport and storage	101	6	1.9	Ecuador	Transport and storage	101	6	1.8
					Ecuador	Other Business	7	0	0.1
Canada	Pulp, paper, paper products, printing and publishing	94	17	1.9	Canada	Other Business Activities	49	7	0.8
					Canada	Agriculture, hunting, forestry and fishing	48	11	0.8
					Canada	Pulp, paper, paper products, printing and publishing	17	3	0.2
Colombia	Leather tanning and preparation, leather products and footwear	132	2	1.9	Colombia	Bussines services except financial services and real estate	132	2	1.9
Argentina	Administrative services for the regime of compulsory social security	108	16	1.9	Argentina	Public administration and defense and social security schemes of compulsory	104	16	1.8
					Argentina	Business services and professional	11	0	0.1
					Argentina	Agricultural services	2	0	0
Uzbekistan	Other Products	63	4	1.9	Uzbekistan	Coal	56	3	0.9
					Uzbekistan	Power	24	0	0.4
					Uzbekistan	Other Products	16	0	0.2
					Uzbekistan	Gas + Gas Products	10	0	0.1
					Uzbekistan	Transportation	5	0	0.1
					Uzbekistan	Animal Husbandry	5	1	0.1
					Uzbekistan	Agricultural Service	2	1	0
Eritrea	Wood and Paper	87	1	1.9	Eritrea	Agriculture	87	1	1.9
					Eritrea	Wood and Paper	1	0	0
Slovakia	Pulp, paper and paper products	85	7	1.9	Slovakia	Forestry, logging and related service activities	85	7	1.9
Bosnia and Herzegovina	Mining and Quarrying	29	7	1.9	Bosnia and Herzegovina	Mining and Quarrying	29	7	1.9
Ethiopia	Wholesale Trade	154	11	1.9	Ethiopia	Wholesale Trade	154	11	1.9
Austria	Pulp, paper and paper products	92	10	1.9	Austria	Forestry, logging and related service activities	92	10	1.9
Austria	Post and telecommunication services	78	10	1.9	Austria	Post and telecommunications	78	10	1.9
					Austria	Electricity, gas, steam and hot water supply	1	0	0
Viet Nam	Cakes, jams, candy, coca, chocolate products	110	24	1.9	Viet Nam	Sugarcane	109	24	1.8
					Viet Nam	Cakes, jams, candy, coca, chocolate products	1	0	0
					Viet Nam	Cude oil, natural gas (except exploration)	1	0	0
Australia	Pipeline transport	15	0	1.9	Australia	Pipeline transport	15	0	1.9
North Korea	Textiles and Wearing Apparel	76	9	1.9	North Korea	Textiles and Wearing Apparel	58	6	1.1
					North Korea	Agriculture	28	4	0.7
					North Korea	Transport	7	0	0.1
					North Korea	Electricity, Gas and Water	1	0	0
Hungary	Coke, refined petroleum products and nuclear fuels	37	7	1.9	Hungary	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	23	5	0.9
					Austria	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	23	5	0.8
					Hungary	Manufacture of coke, refined petroleum products and nuclear fuels	15	1	0.2
					Hungary	Electricity, gas, steam and hot water supply	1	0	0
Finland	Wood and products of wood and cork (except furniture), articles of straw and plaiting materials	59	7	1.9	Finland	Forestry, logging and related service activities	59	7	1.9
Mongolia	Electricity, Gas and Water	73	2	1.8	Mongolia	Electricity, Gas and Water	56	2	1.3
					Mongolia	Transport	34	0	0.4
					Mongolia	Mining and Quarrying	8	1	0.1
Israel	Growing of flowers, garden plants and lawns	69	4	1.8	Israel	Growing of flowers, garden plants and lawns	69	4	1.8
Sudan	Textiles and Wearing Apparel	111	1	1.8	Sudan	Agriculture	92	1	1.4
					Sudan	Textiles and Wearing Apparel	24	0	0.3
					Sudan	Mining and Quarrying	4	0	0.1
					Sudan	Transport	3	0	0
UK	Organic: Processing and preserving of potatoes 	89	10	1.8	UK	Fishing 	88	10	1.7
					UK	Fish farming (non-organic)	5	0	0.1
					Iceland	Fishing	4	0	0.1
					Ireland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
France	Fabricated metal products, except machinery and equipment	125	22	1.8	France	Manufacture of fabricated metal products, except machinery and equipment	119	22	1.7
					Mauritania	Mining and Quarrying	7	0	0.1
					Guinea	Mining and Quarrying	1	0	0
Romania	Retailtrade services, except of motor vehicles and motorcycles, repair services of personal and household goods	102	7	1.8	Romania	Retail trade, except of motor vehicles and motorcycles, repair of personal and household goods	88	6	1.5
					Romania	Forestry, logging and related service activities	21	1	0.3
					Romania	Agriculture, hunting and related service activities	2	0	0
Lithuania	Hotel and restaurant services	73	3	1.8	Lithuania	Hotels and restaurants	51	2	1.2
					Lithuania	Land transport, transport via pipelines	37	1	0.5
					Lithuania	Electricity, gas, steam and hot water supply	3	0	0
					Lithuania	Other service activities	3	0	0
					Lithuania	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					Lithuania	Agriculture, hunting and related service activities	1	0	0
Argentina	Pharmaceuticals	110	16	1.8	Argentina	Medicinal products	104	16	1.6
					Argentina	Business services and professional	14	0	0.2
Ukraine	Light Industry M&E	84	7	1.8	Ukraine	Light Industry M&E	84	7	1.8
Uzbekistan	Fruit/Vegetables	92	2	1.8	Uzbekistan	Agricultural Service	82	1	1.4
					Uzbekistan	Crops	14	2	0.3
					Uzbekistan	Animal Husbandry	11	1	0.2
Switzerland	Printed matter and recorded media	100	5	1.8	Switzerland	Renting of machinery and equip-ment with-out operator and of personal and household goods, Other business activities	100	5	1.8
					Switzerland	Publishing, printing and reproduction of recorded media	2	0	0
Israel	Growing of cotton	69	4	1.8	Israel	Growing of cotton	69	4	1.8
Malta	Electrical energy, gas, steam and hot water	10	2	1.8	Malta	Electricity, gas, steam and hot water supply	10	2	1.8
Japan	Trucks, buses and other cars	146	2	1.8	New Caledonia	Mining and Quarrying	133	0	1.6
					Japan	Activities not elsewhere classified	12	2	0.2
					Japan	Road freight transport	1	0	0
South Korea	Other transportation equipment	134	1	1.8	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.6
					South Korea	Other transportation equipment	16	1	0.2
Ukraine	Printing M&E	84	7	1.8	Ukraine	Printing M&E	84	7	1.8
Iran	Crude petroleum	161	0	1.8	Iran	Agricultural & animal husbandry service activities	130	0	1.4
					Iran	Collection, purification & distribution of water	28	0	0.3
					Iran	Fishing	2	0	0
					Iran	Extraction of crude petrolum & natural gas	2	0	0
					Iran	Farming of animals	1	0	0
China	Pottery, china and earthenware	110	34	1.8	China	Pottery, china and earthenware	110	34	1.8
Ukraine	Banking & Insurance	90	8	1.8	Ukraine	N-Prod. Transport	90	8	1.8
					Ukraine	Power	1	0	0
Czech Republic	Other transport equipment	53	4	1.8	Czech Republic	Air transport	22	2	1.1
					Czech Republic	Forestry, logging and related service activities	21	1	0.3
					Czech Republic	Manufacture of other transport equipment	18	2	0.3
					Czech Republic	Land transport, transport via pipelines	7	0	0.1
					Czech Republic	Water transport	1	0	0
Chile	Metal products	94	2	1.8	Chile	Business service activities	93	2	1.7
					Chile	Manufacture metal products	5	0	0.1
					Chile	Oil Extraction	1	0	0
Chile	Shipping services	35	8	1.8	Chile	Shipping	35	8	1.8
Czech Republic	Wholesale trade and commission trade services, except of motor vehicles and motorcycles	79	11	1.8	Czech Republic	Wholesale trade and commission trade, except of motor vehicles and motorcycles	71	11	1.6
					Czech Republic	Land transport, transport via pipelines	7	0	0.1
					Czech Republic	Agriculture, hunting and related service activities	3	0	0
					Czech Republic	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
DR Congo	Other Manufacturing	94	12	1.8	DR Congo	Fishing	34	9	0.8
					DR Congo	Other Manufacturing	60	3	0.8
					DR Congo	Agriculture	8	0	0.1
					DR Congo	Transport	4	0	0
Kenya	Other food manufactures	79	24	1.8	Kenya	Other food manufactures	48	16	1
					Kenya	Tea	43	11	0.7
					Kenya	Beverages and tobacco	8	1	0.1
Paraguay	other cereals	55	15	1.8	Paraguay	AGRICULTURE	50	14	1.6
					Paraguay	BUSINESS SERVICES	12	2	0.2
Iran	Maintenance and repair of transport machinery and equipment	138	0	1.8	Iran	Agricultural & animal husbandry service activities	137	0	1.8
					Iran	Farming of animals	1	0	0
Mali	Textiles and Wearing Apparel	97	10	1.8	Mali	Agriculture	82	3	1.3
					Mali	Textiles and Wearing Apparel	20	7	0.4
					Mali	Transport	4	0	0
					Mali	Mining and Quarrying	3	0	0
Eritrea	Textiles and Wearing Apparel	94	1	1.8	Eritrea	Agriculture	87	1	1.5
					Eritrea	Textiles and Wearing Apparel	17	0	0.2
					Eritrea	Mining and Quarrying	3	0	0
					Eritrea	Transport	2	0	0
Japan	Jewelry and adornments	128	1	1.8	French Polynesia	Mining and Quarrying	82	0	0.8
					French Polynesia	Fishing	36	0	0.7
					South Korea	Fishery products	7	1	0.1
					North Korea	Fishing	4	0	0.1
					Hong Kong	fisheries	4	0	0.1
					French Polynesia	Agriculture	1	0	0
Cameroon	Wood and Paper	104	5	1.8	Cameroon	Agriculture	97	2	1.6
					Cameroon	Wood and Paper	9	3	0.2
					Cameroon	Transport	3	0	0
Antigua	Mining and Quarrying	56	0	1.8	Antigua	Mining and Quarrying	56	0	1.8
India	Electrical industrial Machinery	113	13	1.8	India	Electrical industrial Machinery	111	12	1.7
					India	Electricity	1	1	0
					India	Animal services(agricultural)	2	0	0
					India	Other transport services	1	0	0
Uruguay	Rice	36	15	1.7	Uruguay	Rice	36	15	1.7
Namibia	Textiles and Wearing Apparel	117	2	1.7	Namibia	Textiles and Wearing Apparel	113	2	1.5
					Namibia	Agriculture	11	0	0.2
					Namibia	Transport	3	0	0
Iran	Manufacturing services	137	0	1.7	Iran	Agricultural & animal husbandry service activities	137	0	1.7
Netherlands	Chemicals, chemical products and man-made fibres	88	3	1.7	Netherlands	Manufacture of chemicals and chemical products	73	1	1.3
					Netherlands	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	19	2	0.4
					Kuwait	Business services except machinery & equipment rental & leasing	3	0	0
					Netherlands	Electricity, gas, steam and hot water supply	1	0	0
Australia	Softwoods	78	5	1.7	Australia	Softwoods	78	5	1.7
New Zealand	Other personal and other community services	36	0	1.7	New Zealand	Personal and other community services	36	0	1.7
					New Zealand	Services to agriculture, hunting and trapping	3	0	0
South Korea	Ship building and repairing	124	0	1.7	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.6
					South Korea	Transportation and warehousing	5	0	0.1
					Mongolia	Mining and Quarrying	2	0	0
					South Korea	Electric services	1	0	0
Paraguay	Mining	51	8	1.7	Paraguay	MINING	12	1	0.9
					Paraguay	BUSINESS SERVICES	46	7	0.9
Angola	Wood and Paper	82	1	1.7	Angola	Agriculture	82	1	1.7
					Angola	Wood and Paper	1	0	0
UK	Passenger rail transport, interurban (Inter-city services)	34	3	1.7	UK	Passenger rail transport, interurban (Inter-city services)	34	3	1.2
					UK	Freight rail transport and other transport via railways	33	3	0.5
China	Arts and crafts products	98	5	1.7	Gabon	Agriculture	52	0	0.7
					China	Forestry	41	3	0.6
					Laos	Agriculture	7	3	0.1
					China	Livestock and livestock products	3	3	0.1
					North Korea	Mining and Quarrying	3	1	0.1
					Mongolia	Agriculture	3	0	0
					Mongolia	Mining and Quarrying	2	0	0
					South Korea	Crude petroleum and natural gas	2	0	0
					Myanmar	Agriculture	1	0	0
Georgia	Investigation and security services	95	0	1.7	Georgia	Real estate, renting and business activities	95	0	1.7
San Marino	Retail Trade	28	1	1.7	San Marino	Retail Trade	19	0	1
					San Marino	Fishing	12	1	0.4
					San Marino	Agriculture	9	0	0.2
					San Marino	Transport	3	0	0.1
					San Marino	Electricity, Gas and Water	1	0	0
Spain	Production and distribution of gas	71	11	1.7	Spain	Extraction of crude petroleum and natural gas, mining of uranium and thorium ores	29	10	1
					Algeria	Mining and Quarrying	32	1	0.4
					Mexico	Petroleum & gas extraction	27	0	0.3
					Algeria	Transport	2	0	0
					Algeria	Agriculture	1	0	0
New Zealand	Spirits, wines, beer, tobacco	80	1	1.7	New Zealand	Services to agriculture, hunting and trapping	69	1	1.4
					New Zealand	Beer, wine, spirit and tobacco manufacturing	8	0	0.1
					New Zealand	Road freight transport	9	0	0.1
					New Zealand	Oil & gas extraction	7	0	0.1
					Malawi	Agriculture	2	0	0
					New Zealand	Air transport, services to transport and storage	1	0	0
					Fiji	Agriculture	1	0	0
Estonia	Supporting and auxiliary transport services, travel agency services	58	9	1.7	Estonia	Supporting and auxiliary transport activities, activities of travel agencies	27	9	1.1
					Estonia	Land transport, transport via pipelines	40	1	0.6
					Estonia	Water transport	1	0	0
USA	Paperboard Mills 	132	0	1.7	USA	Logging 	120	0	1.6
					USA	Support activities for agriculture and forestry	12	0	0.1
Nepal	Other Manufacturing	78	1	1.7	Nepal	Other Manufacturing	53	0	0.8
					Nepal	Fishing	29	1	0.6
					Nepal	Transport	22	0	0.3
USA	Women's and girls' cut and sew apparel manufacturing	123	1	1.7	Mexico	Services related to agriculture and forestry	122	1	1.7
					USA	Support activities for agriculture and forestry	3	0	0
Paraguay	Rental Housing	63	16	1.7	Paraguay	RENTAL HOUSING SERVICES	44	12	1.1
					Paraguay	BUSINESS SERVICES	33	4	0.6
					Paraguay	CONSTRUCTION	3	0	0
China	Chemicals for special usages	110	34	1.7	China	Chemicals for special usages	110	34	1.7
Hungary	Supporting and auxiliary transport services, travel agency services	41	16	1.7	Hungary	Supporting and auxiliary transport activities, activities of travel agencies	35	16	1.6
					Hungary	Land transport, transport via pipelines	6	0	0.1
					Hungary	Construction	5	0	0.1
Austria	Coke, refined petroleum products and nuclear fuels	48	6	1.7	Austria	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	23	5	1.2
					Kazakhstan	Forestry	26	1	0.4
					Kazakhstan	Combustible Shales	3	0	0.1
					Czech Republic	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Austria	Manufacture of coke, refined petroleum products and nuclear fuels	2	0	0
North Korea	Petroleum, Chemical and Non-Metallic Mineral Products	72	6	1.7	North Korea	Petroleum, Chemical and Non-Metallic Mineral Products	58	6	1.3
					North Korea	Transport	24	0	0.3
					North Korea	Mining and Quarrying	2	0	0
					North Korea	Electricity, Gas and Water	1	0	0
					North Korea	Agriculture	1	0	0
Kyrgyzstan	Machinery and equipment, House appliances, Electric machines and equipment	77	9	1.7	Kyrgyzstan	Fishery and fish breeding	68	7	1.3
					Kyrgyzstan	Gold ores	7	2	0.2
					Kyrgyzstan	Hunting and Forestry	12	0	0.2
					Kyrgyzstan	Machinery and equipment, House appliances, Electric machines and equipment	5	0	0.1
Macao SAR	Retail Trade	40	1	1.7	Macao SAR	Retail Trade	36	1	1.1
					Macao SAR	Education, Health and Other Services	13	1	0.3
					Macao SAR	Transport	9	0	0.2
					Macao SAR	Fishing	5	0	0.1
					Macao SAR	Agriculture	2	0	0
					Macao SAR	Mining and Quarrying	1	0	0
Peru	Footwear	114	7	1.7	Peru	Services to Companies	110	7	1.6
					Peru	Footwear	5	0	0.1
					Peru	Fishing Products	2	0	0
					Peru	Agricultural, Hunting and Forestry products	1	0	0
Thailand	Cassava	121	14	1.7	Thailand	Cassava	99	14	1.3
					Thailand	Silk Worm	22	0	0.3
Czech Republic	Tobacco products	77	16	1.7	Czech Republic	Agriculture, hunting and related service activities	76	16	1.6
					Czech Republic	Manufacture of tobacco products	3	0	0
Japan	Fish paste	99	2	1.7	Chile	Extractive Fishery	42	1	0.6
					North Korea	Fishing	29	1	0.5
					Argentina	Fishing	30	0	0.4
					New Zealand	Fishing	15	0	0.2
					Japan	Marine fisheries	2	0	0
					Vanuatu	Agriculture	2	0	0
					Iceland	Agriculture	1	0	0
					South Korea	Fishery products	1	0	0
					Mauritania	Agriculture	1	0	0
					Fiji	Fishing	1	0	0
Uzbekistan	Defense + Other	67	4	1.7	Uzbekistan	Coal	56	3	0.9
					Uzbekistan	Animal Husbandry	30	1	0.4
					Uzbekistan	Machine Tools	16	0	0.3
					Uzbekistan	Agricultural Service	2	1	0
					Uzbekistan	Power	1	0	0
Slovenia	Chemicals, chemical products and man-made fibres	85	8	1.7	Slovenia	Manufacture of chemicals and chemical products	81	8	1.6
					Slovenia	Land transport, transport via pipelines	5	0	0.1
					Slovenia	Electricity, gas, steam and hot water supply	1	0	0
					Slovenia	Agriculture, hunting and related service activities	1	0	0
Argentina	Preparations used for animal feed	99	4	1.7	Argentina	Agricultural services	99	4	1.7
Burkina Faso	Wood and Paper	81	3	1.7	Burkina Faso	Agriculture	72	1	1.4
					Burkina Faso	Wood and Paper	16	3	0.2
Jamaica	Textiles and Wearing Apparel	108	7	1.7	Jamaica	Textiles and Wearing Apparel	102	7	1.4
					Jamaica	Mining and Quarrying	10	0	0.1
					Jamaica	Agriculture	7	0	0.1
					Jamaica	Transport	3	0	0
Iran	Beverages	124	1	1.7	Iran	Quarrying of stone, sand & clay 	124	1	1.7
TFYR Macedonia	Coke, refined petroleum products and nuclear fuels	25	3	1.7	TFYR Macedonia	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	24	3	1.6
					TFYR Macedonia	Manufacture of coke, refined petroleum products and nuclear fuels	1	0	0
South Korea	Machinery and equipment of special purpose	119	0	1.7	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.7
Malta	FISIM	52	2	1.7	Malta	Forestry, logging and related service activities	41	1	1.4
					Malta	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	16	1	0.2
Denmark	Retail trade of food etc.	92	3	1.7	Denmark	Retail trade of food etc.	75	3	1.3
					Denmark	Freight transport by road and via pipelines	26	0	0.4
					Denmark	Production and distribution of electricity	2	0	0
New Zealand	Furniture	84	0	1.7	New Zealand	Forestry	34	0	0.6
					New Zealand	Services to agriculture, hunting and trapping	29	0	0.5
					New Zealand	Logging	19	0	0.3
					New Zealand	Road freight transport	14	0	0.2
					New Zealand	Furniture manufacturing	8	0	0.1
					New Zealand	Oil & gas extraction	2	0	0
					New Zealand	Air transport, services to transport and storage	1	0	0
India	Miscellaneous metal products	116	13	1.7	India	Miscellaneous metal products	111	12	1.5
					Jordan	Mining and Quarrying	3	0	0
					India	Electricity	1	1	0
					India	Coal and lignite	2	0	0
					India	Crude petroleum, natural gas	2	0	0
					India	Other transport services	2	0	0
					Bhutan	Mining and Quarrying	1	0	0
Uruguay	Citrus	36	15	1.6	Uruguay	Fruit trees	36	15	1.6
Aruba	Post and Telecommunications	104	5	1.6	Aruba	Post and Telecommunications	104	5	1.6
Jamaica	Mining and Quarrying	64	3	1.6	Jamaica	Mining and Quarrying	64	3	1.6
Georgia	Railway transportation services	26	0	1.6	Georgia	Transport via railways	26	0	1.6
					Georgia	Real estate, renting and business activities	1	0	0
Slovakia	Coke, refined petroleum products and nuclear fuels	41	6	1.6	Poland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	26	4	1.2
					Slovakia	Manufacture of coke, refined petroleum products and nuclear fuels	19	2	0.3
					Russia	Mining and quarrying (energy)	6	1	0.1
					Slovakia	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
Georgia	Tobacco products	99	0	1.6	Georgia	Real estate, renting and business activities	95	0	1.4
					Georgia	Manufacture of tobacco products	17	0	0.2
Hungary	Wearing apparel, furs	77	9	1.6	Hungary	Manufacture of wearing apparel, dressing and dyeing of fur	77	9	1.6
UK	Manufacture of motor vehicles 	110	4	1.6	UK	Manufacture of motor vehicles 	73	4	1.1
					UK	Transport via pipelines 	27	0	0.3
					Mauritius	Other business activities 	16	0	0.2
					Singapore	Other business & technical services	2	0	0
					South Africa	Businessactivities	1	0	0
					UK	Freight transport by road 	1	0	0
Australia	Shorn wool	106	32	1.6	Australia	Shorn wool	106	32	1.6
Italy	Rubber and plastic products	105	17	1.6	Italy	Forestry, logging and related service activities	105	17	1.6
Brazil	Corn in the husk	100	23	1.6	Brazil	Agriculture and forestry	53	14	0.9
					Brazil	Grazing and fishing	51	11	0.7
Ireland	Furniture, other manufactured goods n.e.c.	49	8	1.6	Ireland	Forestry, logging and related service activities	47	8	1.6
					Singapore	Other business & technical services	2	0	0
Myanmar	Metal Products	131	12	1.6	Myanmar	Metal Products	131	12	1.6
Trinidad and Tobago	Electricity, Gas and Water	57	1	1.6	Trinidad and Tobago	Electricity, Gas and Water	56	1	1.6
					Trinidad and Tobago	Construction	1	0	0
Israel	Growing of bananas	69	4	1.6	Israel	Growing of bananas	69	4	1.6
Austria	Insurance and pension funding services, except compulsory social security services	78	10	1.6	Austria	Insurance and pension funding, except compulsory social security	78	10	1.6
Ecuador	Leather, leather products and footwear	124	2	1.6	Ecuador	Manufacture of textiles, garments, manufacture of leather and leather goods	84	1	0.9
					Ecuador	Other Business	47	1	0.7
Bangladesh	Wood and Paper	103	3	1.6	Bangladesh	Agriculture	56	1	0.9
					Bangladesh	Wood and Paper	58	2	0.7
Trinidad and Tobago	Post and Telecommunications	96	5	1.6	Trinidad and Tobago	Post and Telecommunications	96	5	1.6
Albania	Mining and Quarrying	35	7	1.6	Albania	Mining and Quarrying	35	7	1.6
Lithuania	Wood and products of wood and cork (except furniture), articles of straw and plaiting materials	51	7	1.6	Lithuania	Forestry, logging and related service activities	51	7	1.6
Madagascar	Other Manufacturing	88	19	1.6	Madagascar	Other Manufacturing	82	16	1.4
					Madagascar	Transport	7	6	0.2
					Madagascar	Fishing	4	0	0.1
Switzerland	Public administration and defence services, compulsory social security services	77	7	1.6	Switzerland	Public adminis-tration and defence, compulsory social security	70	6	1.3
					Switzerland	Renting of machinery and equip-ment with-out operator and of personal and household goods, Other business activities	17	1	0.2
					Switzerland	Agriculture, hunting, forestry, logging, fishing,fish farming and related service activities	1	0	0
Denmark	Water transport	36	3	1.6	Denmark	Water transport	36	3	1.6
Laos	Other Manufacturing	104	10	1.6	Laos	Other Manufacturing	90	8	1.2
					Laos	Fishing	20	2	0.4
					Laos	Transport	1	0	0
Uruguay	Drinking water	87	3	1.6	Uruguay	Services rendered to companies	87	3	1.6
Ireland	Other business services	128	1	1.6	UK	Hunting, trapping and game propagation, including related service activities	107	0	1.3
					Singapore	Other business & technical services	15	0	0.2
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	6	1	0.1
Hungary	Post and telecommunication services	78	9	1.6	Hungary	Post and telecommunications	77	9	1.5
					Hungary	Construction	6	0	0.1
India	Leather and leather products	85	13	1.6	India	Other livestock products	65	11	1.3
					India	Animal services(agricultural)	21	2	0.3
Taiwan	Energy Minerals	151	0	1.6	Taiwan	Energy Minerals	151	0	1.6
Netherlands	Water transport services	35	2	1.6	Netherlands	Water transport	35	2	1.6
Gambia	Textiles and Wearing Apparel	78	4	1.6	Gambia	Agriculture	66	0	1.2
					Gambia	Textiles and Wearing Apparel	19	4	0.4
South Korea	Tobacco products	83	12	1.6	South Korea	Tobacco products	64	7	1
					South Korea	Crops	28	8	0.5
					Ghana	Agriculture	1	0	0
Venezuela	Agua	120	4	1.6	Venezuela	Other Business Activities	120	4	1.6
Paraguay	Leather and leather products	60	16	1.6	Paraguay	PRODUCTION OF LEATHER AND LEATHER PRODUCTS	44	12	1.1
					Paraguay	BUSINESS SERVICES	31	4	0.5
North Korea	Electricity, Gas and Water	61	7	1.6	North Korea	Electricity, Gas and Water	61	7	1.5
					North Korea	Transport	2	0	0
					North Korea	Construction	1	0	0
Kazakhstan	Radio Electronics	69	2	1.6	Kazakhstan	Radio Electronics	69	2	1.6
USA	Automotive repair and maintenance, except car washes	103	14	1.6	Liberia	Agriculture	63	0	0.8
					USA	Automotive repair and maintenance, except car washes	32	12	0.6
					Canada	Other Business Activities	7	0	0.1
					USA	Electric power generation, transmission, and distribution	2	2	0
					USA	Support activities for agriculture and forestry	1	0	0
Chile	Snuff products	100	2	1.6	Chile	Manufactoring of snuff products	100	2	1.6
Colombia	Products of forestry, logging and related activities	111	1	1.6	Colombia	Bussines services except financial services and real estate	110	1	1.5
					Colombia	Products of forestry, logging and related activities	1	0	0
Spain	Maritime transportation services	79	12	1.6	Spain	Water transport	79	12	1.6
Australia	Untreated milk	106	32	1.6	Australia	Untreated milk	106	32	1.6
Mali	Wood and Paper	82	3	1.5	Mali	Agriculture	82	3	1.5
					Mali	Wood and Paper	2	0	0
Japan	Vegetable oils and meal	117	5	1.5	Tanzania	Agriculture	115	5	1.4
					Papua New Guinea	Agriculture	6	0	0.1
					Madagascar	Agriculture	3	0	0
					Myanmar	Agriculture	1	0	0
New Zealand	Road passenger transport	73	0	1.5	New Zealand	Services to agriculture, hunting and trapping	60	0	1
					New Zealand	Road passenger transport	12	0	0.5
					New Zealand	Air transport, services to transport and storage	6	0	0.1
					New Zealand	Oil & gas extraction	2	0	0
Denmark	Monetary intermediation	75	3	1.5	Denmark	Monetary intermediation	75	3	1.5
New Zealand	Forestry and logging	71	0	1.5	New Zealand	Forestry	34	0	0.8
					New Zealand	Services to agriculture, hunting and trapping	27	0	0.4
					New Zealand	Logging	19	0	0.3
Israel	Growing of other field crops (including groundnuts)	69	4	1.5	Israel	Growing of other field crops (including groundnuts)	69	4	1.5
Argentina	Wines	99	4	1.5	Argentina	Agricultural services	82	3	1.1
					Argentina	Wine production	22	0	0.3
					Argentina	Growing fruits and nuts	4	1	0.1
					Argentina	Industrial crops	4	1	0.1
					Argentina	Forestry and logging	2	0	0
					Argentina	Land freight transport	1	0	0
Turkey	Radio, television and communication equipment and apparatus	120	8	1.5	Turkey	Manufacture of radio, television and communication equipment and apparatus	120	8	1.5
Peru	Pharmaceutical products and Drugs	99	9	1.5	Peru	Services to Companies	57	5	0.9
					Peru	Pharmaceutical products and Drugs	52	4	0.6
					Peru	Transport service and Communications	4	0	0
South Korea	Wholesale and retail trade	119	0	1.5	Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.5
South Africa	General machinery	122	1	1.5	South Africa	Businessactivities	122	1	1.5
Paraguay	trade	63	16	1.5	Paraguay	TRADE	44	12	0.9
					Paraguay	BUSINESS SERVICES	31	4	0.5
					Paraguay	TRANSPORT	5	0	0.1
South Africa	Pumps	122	1	1.5	South Africa	Businessactivities	122	1	1.5
Israel	Growing of stone fruits	69	4	1.5	Israel	Growing of stone fruits	69	4	1.5
Switzerland	Supporting and auxiliary transport services, travel agency services	45	23	1.5	Switzerland	Supporting and auxiliary transport activities, activities of travel agencies	45	23	1.5
South Africa	Machine-tools	122	1	1.5	South Africa	Businessactivities	122	1	1.5
Italy	Wood and products of wood and cork (except furniture), articles of straw and plaiting materials	95	9	1.5	Hungary	Forestry, logging and related service activities	89	9	1.4
					Liberia	Agriculture	6	0	0.1
					Cameroon	Agriculture	2	0	0
New Zealand	Other business services	67	11	1.5	New Zealand	Other business services	67	11	1.5
Macao SAR	Electrical and Machinery	39	1	1.5	Macao SAR	Electrical and Machinery	36	1	1.1
					Macao SAR	Transport	9	0	0.2
					Macao SAR	Education, Health and Other Services	12	0	0.2
					Macao SAR	Mining and Quarrying	1	0	0
					Macao SAR	Agriculture	1	0	0
Guatemala	Mining and Quarrying	18	3	1.5	Guatemala	Mining and Quarrying	18	3	1.5
Australia	Pharmaceutical goods for human use	100	8	1.5	Australia	Forestry	78	5	1.1
					Australia	Raw fish	27	4	0.4
					Australia	Aquaculture	2	0	0
					Australia	Pharmaceutical goods for human use	1	0	0
					Australia	Air and space transport	1	0	0
Germany	Data processing services	84	10	1.5	Germany	Data processing services	84	10	1.5
Czech Republic	Fabricated metal products, except machinery and equipment	87	12	1.5	Czech Republic	Manufacture of fabricated metal products, except machinery and equipment	71	11	1
					Czech Republic	Forestry, logging and related service activities	21	1	0.3
					Czech Republic	Construction	6	0	0.1
					Czech Republic	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0.1
					Czech Republic	Land transport, transport via pipelines	4	0	0
